country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_cases,new_deaths,
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/2/2021,-1,27,-30,-26,-10,7,2154,2,218977
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/3/2021,-1,26,-31,-25,-9,8,1989,3,230728
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/4/2021,-6,22,-43,-31,-4,7,2062,2,233038
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/5/2021,-3,24,-36,-28,-1,6,2188,5,246510
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/6/2021,-1,27,-29,-25,-8,7,1874,3,231928
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/7/2021,-4,23,-32,-27,-9,8,1968,3,208090
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/8/2021,-4,24,-31,-27,-10,8,2205,2,209026
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/9/2021,-3,23,-32,-27,-9,8,2179,6,254412
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/10/2021,-2,24,-32,-26,-9,8,0,0,240744
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/11/2021,-8,19,-43,-33,-5,7,4471,10,225651
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/12/2021,-6,20,-37,-30,-4,6,2123,4,249746
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/13/2021,-3,23,-29,-26,-10,7,1969,2,217849
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/14/2021,-5,22,-32,-28,-11,7,1837,4,237439
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/15/2021,-6,20,-31,-28,-10,7,2127,4,229143
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/16/2021,-5,20,-31,-28,-11,7,2011,4,227684
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/17/2021,-7,18,-33,-29,-12,7,2167,3,243844
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/18/2021,-12,13,-44,-35,-8,7,1942,6,253077
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/19/2021,-9,14,-39,-31,-6,5,2109,5,267968
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/20/2021,-5,20,-31,-27,-12,7,1850,5,266926
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/21/2021,-8,16,-35,-30,-13,7,1964,6,231497
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/22/2021,-8,16,-33,-30,-12,7,2167,4,274675
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/23/2021,-8,16,-35,-29,-12,7,1988,6,249333
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/24/2021,-6,18,-34,-28,-11,8,2161,2,282345
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/25/2021,-12,13,-45,-35,-7,7,2223,7,293212
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/26/2021,-7,16,-38,-30,-4,5,2282,10,274917
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/27/2021,-3,22,-30,-26,-10,6,2122,4,266342
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/28/2021,-5,20,-33,-28,-11,6,2040,6,232544
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/29/2021,-7,18,-34,-29,-12,6,2184,5,281043
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,6/30/2021,-4,22,-35,-28,-12,5,1747,4,302318
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/1/2021,-2,25,-35,-23,-12,7,1675,8,291003
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/2/2021,-7,19,-46,-29,-6,6,1663,6,283661
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/3/2021,-4,22,-39,-25,-4,5,1632,6,291676
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/4/2021,-1,27,-31,-23,-12,6,1599,3,254639
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/5/2021,-4,23,-34,-26,-12,7,1573,5,239366
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/6/2021,-4,23,-34,-27,-13,7,1552,4,258483
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/7/2021,-4,22,-35,-26,-13,7,1513,4,287544
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/8/2021,-4,22,-35,-26,-13,8,1539,2,283327
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/9/2021,-10,16,-48,-31,-5,7,1529,4,290542
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/10/2021,-6,19,-40,-26,-4,5,1520,7,299363
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/11/2021,-3,23,-33,-25,-13,7,1518,6,280747
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/12/2021,-6,20,-36,-27,-15,7,1542,4,238114
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/13/2021,-6,21,-35,-27,-15,7,1522,6,263784
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/14/2021,-5,22,-37,-27,-14,7,1529,4,286676
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/15/2021,-6,20,-38,-26,-14,8,1541,5,284799
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/16/2021,-13,14,-49,-31,-3,7,1530,7,288895
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/17/2021,-7,16,-38,-27,-3,4,1565,4,299275
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/18/2021,6,33,-29,-22,-16,5,1529,2,265482
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/19/2021,2,44,-35,-36,-56,18,1508,2,227582
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/20/2021,-4,23,-2,-36,-72,20,1541,4,255986
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/21/2021,-2,23,-3,-40,-68,20,1506,3,242524
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/22/2021,-12,11,-21,-44,-59,21,1547,3,164110
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/23/2021,-23,-2,-45,-40,-6,8,1521,3,152302
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/24/2021,-17,5,-43,-33,-5,6,1507,3,189046
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/25/2021,-10,14,-34,-29,-14,8,1528,4,232307
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/26/2021,-11,13,-37,-31,-15,8,1549,7,232389
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/27/2021,-10,15,-36,-32,-15,7,1539,2,296686
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/28/2021,-9,15,-37,-31,-14,7,1527,5,305880
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/29/2021,-10,15,-39,-30,-14,8,1550,5,302236
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/30/2021,-17,8,-51,-37,-2,7,1520,4,297815
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,7/31/2021,-11,13,-44,-30,-3,5,1537,6,300637
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/1/2021,-5,21,-34,-27,-14,7,1519,2,284403
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/2/2021,-8,18,-37,-30,-15,7,1537,5,266834
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/3/2021,-8,18,-36,-30,-15,7,1548,4,234765
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/4/2021,-8,17,-37,-30,-15,7,1519,5,191032
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/5/2021,-9,16,-39,-30,-14,8,1508,2,167804
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/6/2021,-15,10,-51,-35,-4,7,1520,2,273251
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/7/2021,-11,13,-43,-31,-4,5,1545,2,277994
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/8/2021,-6,18,-34,-27,-14,7,1410,4,274480
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/9/2021,-8,16,-38,-29,-15,7,1321,3,233245
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/10/2021,-8,16,-37,-28,-15,7,1334,4,260783
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/11/2021,-2,22,-36,-25,-15,5,1287,6,318383
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/12/2021,-7,21,-36,-41,-55,20,1260,4,321439
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/13/2021,-17,7,-49,-36,-7,7,1215,2,277855
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/14/2021,-12,11,-43,-30,-6,5,1206,3,321610
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/15/2021,-6,18,-35,-25,-14,7,1189,4,218163
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/16/2021,-9,15,-38,-28,-16,7,1109,2,249792
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/17/2021,-8,17,-36,-28,-16,7,1115,3,247213
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/18/2021,-9,16,-36,-28,-15,7,1089,3,327616
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/19/2021,-9,17,-38,-28,-15,8,1077,3,318348
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/20/2021,-15,12,-48,-33,-5,7,1070,2,311295
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/21/2021,-9,14,-39,-28,-8,5,1066,4,301430
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/22/2021,-6,17,-33,-25,-13,7,1076,2,309026
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/23/2021,-8,15,-36,-28,-14,7,1060,4,290691
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/24/2021,-7,16,-34,-27,-14,6,990,2,325118
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/25/2021,-5,18,-36,-26,-13,6,983,2,334838
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/26/2021,-4,20,-37,-25,-13,7,991,3,306873
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/27/2021,-8,16,-47,-31,-5,6,994,4,300828
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/28/2021,-4,22,-41,-26,-5,4,998,1,309312
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/29/2021,0,26,-32,-22,-12,6,987,2,348771
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/30/2021,-3,23,-34,-24,-13,6,993,1,321470
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,8/31/2021,-2,25,-33,-23,-13,5,996,2,329146
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/1/2021,0,27,-34,-22,-13,5,985,2,259569
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/2/2021,0,26,-34,-22,-12,6,975,0,250240
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/3/2021,-4,23,-43,-26,-6,6,978,1,299936
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/4/2021,0,27,-37,-23,-6,4,984,1,335439
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/5/2021,2,29,-29,-20,-12,5,971,1,302164
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/6/2021,-1,25,-33,-22,-13,5,977,2,285614
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/7/2021,-2,25,-32,-22,-13,5,952,2,314683
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/8/2021,-1,25,-33,-22,-12,5,833,3,282015
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/9/2021,0,26,-33,-21,-12,5,772,4,286017
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/10/2021,-4,22,-42,-26,-7,6,744,3,268878
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/11/2021,-1,25,-35,-22,-6,4,725,2,298919
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/12/2021,2,28,-27,-18,-11,5,620,0,377394
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/13/2021,-1,24,-30,-21,-12,5,632,2,314018
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/14/2021,-1,25,-29,-21,-13,5,617,2,351718
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/15/2021,0,26,-31,-20,-12,5,608,2,311171
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/16/2021,1,26,-29,-17,-12,5,564,1,275823
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/17/2021,-2,24,-39,-23,-8,6,521,2,334657
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/18/2021,0,25,-34,-20,-7,4,471,2,354614
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/19/2021,2,27,-25,-17,-11,5,391,2,368242
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/20/2021,-1,24,-29,-18,-11,5,313,2,227935
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/21/2021,-1,24,-27,-19,-11,5,322,1,340996
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/22/2021,0,24,-28,-18,-8,5,318,2,318605
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/23/2021,2,26,-24,-15,-8,5,329,3,282897
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/24/2021,-1,22,-35,-20,-5,5,303,3,295983
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/25/2021,1,25,-31,-16,-4,4,321,3,327300
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/26/2021,4,29,-24,-13,-7,4,298,1,338923
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/27/2021,3,28,-26,-15,-8,4,286,4,261852
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/28/2021,3,29,-26,-15,-8,4,277,0,330693
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/29/2021,5,31,-27,-14,-8,4,270,1,311669
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,9/30/2021,7,32,-25,-9,-7,4,265,2,291055
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/1/2021,6,32,-30,-9,-4,4,276,3,293853
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/2/2021,8,36,-28,-8,-4,3,256,0,305131
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/3/2021,10,38,-20,-6,-6,4,184,2,311282
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/4/2021,7,34,-22,-9,-8,4,189,1,261502
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/5/2021,6,34,-22,-9,-8,4,176,1,364265
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/6/2021,7,34,-23,-9,-6,4,156,3,298908
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/7/2021,8,33,-20,-6,-6,4,144,2,264452
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/8/2021,6,32,-25,-6,-5,4,136,2,285453
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/9/2021,8,34,-25,-6,-4,3,146,2,308740
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/10/2021,10,37,-18,-3,-5,4,111,0,300887
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/11/2021,7,34,-19,-5,-5,4,124,1,276637
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/12/2021,7,35,-17,-6,-5,4,136,1,350115
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/13/2021,8,35,-18,-6,-5,4,126,1,321515
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/14/2021,9,35,-15,-4,-5,4,116,1,320554
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/15/2021,6,31,-18,-2,-4,4,104,1,334150
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/16/2021,8,34,-19,-3,-3,3,115,0,362508
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/17/2021,12,38,-11,0,-6,4,99,2,317254
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/18/2021,9,34,-13,-3,-7,4,104,0,258717
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/19/2021,10,34,-12,-3,-8,4,122,2,327338
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/20/2021,18,41,-6,3,-7,2,112,2,304976
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/21/2021,16,44,18,-11,-56,17,94,2,271439
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/22/2021,5,29,-6,-3,-5,3,88,2,279134
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/23/2021,6,32,-14,-3,-2,3,84,1,299806
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/24/2021,8,32,-12,-1,-4,4,94,1,230026
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/25/2021,8,35,-12,-3,-4,4,97,1,281817
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/26/2021,9,35,-11,-3,-4,4,90,3,352721
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/27/2021,12,39,-11,-1,-3,3,95,1,295380
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/28/2021,13,40,-5,0,-3,3,88,0,282773
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/29/2021,10,35,-8,1,0,3,82,1,297148
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/30/2021,13,41,-11,3,0,2,88,0,297441
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,10/31/2021,17,45,-7,5,-2,3,81,0,287876
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/1/2021,15,45,-9,2,-3,3,78,0,272261
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/2/2021,17,48,-8,2,-3,3,74,1,315955
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/3/2021,16,45,-8,3,-3,3,79,0,248337
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/4/2021,18,45,-1,4,-6,5,73,0,212021
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/5/2021,13,37,-3,2,-2,3,80,1,203988
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/6/2021,14,40,-7,3,-1,3,73,1,281138
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/7/2021,17,44,-2,7,-2,4,70,1,254696
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/8/2021,14,40,-5,4,-3,4,68,2,223257
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/9/2021,15,41,-2,3,-3,4,72,0,285711
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/10/2021,16,42,-3,5,-2,3,75,0,278127
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/11/2021,16,39,2,6,-2,4,82,0,246170
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/12/2021,17,39,4,7,1,2,72,0,264815
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/13/2021,16,40,-2,7,0,3,78,1,317823
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/14/2021,19,43,2,12,-1,4,66,0,254300
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/15/2021,16,41,-1,9,-2,4,61,1,230869
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/16/2021,17,42,2,8,-2,4,68,0,365608
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/17/2021,17,42,1,7,-2,4,74,0,337742
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/18/2021,17,41,6,10,-2,4,66,0,291977
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/19/2021,13,38,7,7,3,3,77,0,339318
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/20/2021,14,39,0,7,3,3,79,0,325883
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/21/2021,18,43,4,10,0,4,63,0,293964
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/22/2021,15,40,1,6,-1,4,67,0,231122
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/23/2021,15,41,2,5,-1,4,70,0,323348
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/24/2021,17,42,2,6,0,4,73,1,290301
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/25/2021,19,44,7,11,-1,4,77,0,284237
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/26/2021,19,44,8,16,5,2,70,0,263429
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/27/2021,20,45,2,12,5,2,68,0,294480
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/28/2021,24,51,7,14,0,3,60,1,284985
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/29/2021,22,46,5,11,-1,3,58,0,213168
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,11/30/2021,30,56,14,16,-2,1,65,1,323406
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/1/2021,42,74,60,5,-52,11,68,1,281355
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/2/2021,30,55,86,4,-62,15,0,0,248038
AE,United Arab Emirates,,,,,,ChIJvRKrsd9IXj4RpwoIwFYv0zM,12/3/2021,15,38,20,11,1,1,54,0,235292
